datetime,consumo_RTU_kWh,consumo_Frio_Alimentar_kWh,consumo_Iluminacao_kWh,consumo_Outros_kWh,consumo_total_kWh,demanda_kW,temperatura_interna_C,temperatura_externa_C
2024-01-01 00:00:00,10.067037417964716,15.940799949599047,4.674318854992856,4.153422555792069,34.83557877834869,36.5070520450158,21.575189130791124,14.747936602082572
2024-01-01 01:00:00,4.812115694705298,1.8050144070738803,2.2569748804328236,3.5888101590285943,12.462915141240597,14.348072702218586,21.7401571655174,15.620127555552854
2024-01-01 02:00:00,4.290134506531577,13.437533560491396,6.365081756918844,1.5947653579077956,25.687515181849612,27.50573760304733,21.895691053879254,11.932946809279496
2024-01-01 03:00:00,7.1027475453118285,9.122135224024358,4.472540292313116,3.1867022060542802,23.884125267703585,26.39277402987618,22.767512041215706,14.240049825133774
2024-01-01 04:00:00,7.178448821254605,18.762486587711827,3.0489784641097195,2.4243998032020464,31.414313676278198,33.312805475546746,22.22690552115568,14.965262749159862
2024-01-01 05:00:00,9.685729101887276,20.192126617052384,4.839726255126832,3.9919132072573156,38.7094951813238,40.73000261631287,21.59892814900753,14.907969901675592
2024-01-01 06:00:00,6.064716071204453,12.092070150702877,4.2559308731187375,2.4366260400121655,24.849343135038232,27.404693059633324,22.27274593344779,14.82345664069293
2024-01-01 07:00:00,8.831484772736141,10.903662133552778,5.1837116126984935,2.1719702579573834,27.090828776944797,29.357385549224194,21.4674396462718,13.860045266344402
2024-01-01 08:00:00,5.833595388211536,12.204020419821108,8.833477914746421,3.3606705139915656,30.23176423677063,32.317145798456075,22.10199188996392,14.729220316964268
2024-01-01 09:00:00,8.690125462373683,10.135157654830952,3.878138986276007,4.213503950188967,26.916926053669606,28.44574771055976,22.931208914032702,12.209860898088316
2024-01-01 10:00:00,7.0858097076654865,9.616698763526607,6.118205391941866,4.0679378949275105,26.88865175806147,28.863020837908532,21.906393559285828,19.050674836921587
2024-01-01 11:00:00,8.717007425753492,12.703705818012414,4.50791912001204,4.299268099023119,30.227900462801067,32.491753398370726,21.460151974618174,12.555858966054954
2024-01-01 12:00:00,7.272347558429262,13.871253165320327,4.415572454106156,4.3084590222459775,29.867632200101724,32.73306794077143,21.71008930857291,14.451969594929912
2024-01-01 13:00:00,3.5851732918498795,12.399824724327061,6.8837049359749996,4.632670707957577,27.50137366010952,28.349254359206753,20.95075974784958,16.384369802159476
2024-01-01 14:00:00,9.017940515656461,12.870310123515532,5.272663802475912,3.180625240892623,30.341539682540528,32.146995132227666,21.12922568938545,17.7623365652004
2024-01-01 15:00:00,10.340075530240144,10.102331626325384,7.418553204713723,2.5553706119185566,30.41633097319781,32.14301398716166,21.944992516328767,17.814533139723057
2024-01-01 16:00:00,6.328323617078133,9.198543003430952,4.92278635706595,2.174498387548768,22.6241513651238,24.238659480985238,21.412444439109546,15.545450118545942
2024-01-01 17:00:00,9.619059624247114,9.169302187939032,7.048405758053935,4.194690186424154,30.031457756664235,31.170677060088583,22.124238819198887,13.294736261418832
2024-01-01 18:00:00,6.773281994234559,14.315851072091162,4.498011669609804,2.8274839159605922,28.414628651896116,30.875006770432105,22.837037142857977,17.919985283435558
2024-01-01 19:00:00,5.300188596964309,12.23884640324213,3.9722053135563766,2.0901125584726588,23.601352872235474,25.95546646160354,23.18334731438604,14.907295562957366
2024-01-01 20:00:00,6.7773821686070335,12.604578545855059,5.656483550673174,3.5226184687001414,28.56106273383541,30.879295073417126,21.41985118185912,12.422937001236043
2024-01-01 21:00:00,7.6323737311134385,13.024002175669212,5.177346638739556,1.5526088177033668,27.386331363225572,29.272901194231874,21.781754999516977,15.10978257510138
2024-01-01 22:00:00,5.359160824218225,11.826543440507354,2.9934340199720895,1.919933729253234,22.099072013950902,23.835672373751645,22.610384502012078,14.51715541980154
2024-01-01 23:00:00,10.699264595738954,12.325371606145456,5.298615422357836,3.2173224544046164,31.540574078646863,33.05830131092628,22.89644890261663,13.55953876470745
2024-01-02 00:00:00,4.938337240192963,15.887436662859844,3.8575778531247424,3.882026994835648,28.565378751013196,30.772857982218017,20.648404341588485,15.714676810466685
2024-01-02 01:00:00,6.917149250619669,14.33074810960687,6.225349755564633,2.6690739267330454,30.142321042524216,31.71117128755891,21.02831702927086,11.128344153947324
2024-01-02 02:00:00,6.155490438428181,11.482927855086148,4.004256322780392,2.7674935345682217,24.41016815086294,26.75296164218627,22.444483492808452,12.310084794802112
2024-01-02 03:00:00,10.707601089623767,10.583438366664355,4.454146056470696,3.7866426737054226,29.53182818646424,30.99854817706972,21.917436647964276,15.483609598979747
2024-01-02 04:00:00,4.985253594804071,15.081841203259819,3.4625268664744984,3.829034109534723,27.358655774073114,30.1258599331109,20.79458947232607,14.093591045404919
2024-01-02 05:00:00,9.650355159688784,12.99831243338999,6.506653946855798,0.9252323542853484,30.080553894219925,32.03042902429165,21.440740002793678,15.060551607765046
2024-01-02 06:00:00,8.394302802933446,11.076033952490564,5.641358782946179,4.483130080960075,29.59482561933026,31.376524450973307,22.766181198678698,18.62805685470169
2024-01-02 07:00:00,5.504533158882433,8.12595374512292,8.414545662130578,2.672898460107985,24.717931026243914,26.457694413463024,22.996410009567054,15.526046787135753
2024-01-02 08:00:00,7.296856572182602,17.082128327062133,6.890361622844686,2.253449504123807,33.52279602621323,36.121367395233555,22.347379836157927,12.263767311167346
2024-01-02 09:00:00,7.634863346122723,8.61885600962836,4.338052365589419,2.531606282455633,23.123378003796134,25.330660882170264,21.6253182156971,17.0105444269319
2024-01-02 10:00:00,9.169903891698459,12.8532804730202,2.6738360053609798,1.6353613851338982,26.332381755213536,29.354451793496736,20.343300238005053,14.933210960199755
2024-01-02 11:00:00,6.71007381900429,17.47572407453104,4.058648889511688,5.547140880197716,33.791587663244734,36.335585574157804,22.7435997187515,18.21585030328721
2024-01-02 12:00:00,9.26288553916653,10.97633445592945,4.763923255623183,1.6948062480533002,26.697949498772463,28.269576347987158,23.111744485283566,15.677185104407569
2024-01-02 13:00:00,8.097549228887052,11.863568082103956,2.2966538704905677,1.501330256182865,23.759101437664437,25.716506498677226,21.445052141045757,16.695959857929665
2024-01-02 14:00:00,8.902424776151266,14.561183306246631,3.725926200251295,2.738398863948854,29.927933146598043,32.00681412486438,23.196552139784405,16.904403619938332
2024-01-02 15:00:00,6.237556306841032,8.42059298330544,6.523902535740002,1.6201391282832167,22.802190954169692,24.899418550237826,20.899215320029565,14.664772006462291
2024-01-02 16:00:00,7.517749028042022,6.990597497039383,3.7116493675978566,3.122016916056122,21.342012808735383,24.014226232732426,22.554632083136354,12.450668637528924
2024-01-02 17:00:00,8.220461338504391,10.928686114238458,3.689080758168799,4.641720197095918,27.479948408007566,29.317712052682676,21.63497168552388,18.44391298488246
2024-01-02 18:00:00,8.163293588401475,12.242113755551761,5.777605025285616,3.1652096558561538,29.348222025095005,30.924539252514528,21.239898790213903,16.808797209389834
2024-01-02 19:00:00,7.920888424865992,12.208180429298542,4.187408248392715,3.33883183250723,27.655308935064475,29.976191347015572,20.95521416779358,16.21463138950895
2024-01-02 20:00:00,12.184598489933169,16.251606125764027,5.018027379681241,2.7090424582177257,36.16327445359616,38.41880333046415,21.84214282119358,13.947519600975978
2024-01-02 21:00:00,9.1485889945745,9.162297366100605,5.588518272745372,1.9590047688439345,25.858409402264414,27.564109163294997,21.347174633685828,13.18103692181749
2024-01-02 22:00:00,9.454902002792885,11.568867424457906,4.072243611404703,2.7076943918703957,27.80370743052589,28.903097167289744,21.458610369978317,14.777383608823591
2024-01-02 23:00:00,8.493792789767777,16.521804688504997,6.15761385287176,4.05461240516085,35.22782373630539,38.233024000178936,22.23453577883729,17.70071338089542
2024-01-03 00:00:00,9.06652342459775,11.166465930391892,6.03634294468755,4.357517191096102,30.626849490773296,33.33333784278606,23.181368215708122,17.287749799725304
2024-01-03 01:00:00,8.397210375389639,17.960927012987224,5.487726913088361,3.041611163856818,34.88747546532204,36.46796589978657,23.195880208505535,11.866193175935067
2024-01-03 02:00:00,11.635549409129595,11.297110653420685,7.266940615689821,3.8774979520061295,34.07709863024623,36.00661935305881,20.0,17.104360230076992
2024-01-03 03:00:00,7.879840664732106,9.917876529784209,6.318862341392942,2.2252070142504508,26.34178655015971,28.327826785716223,23.08117632877826,13.024888858661042
2024-01-03 04:00:00,9.662685063087785,11.882507372208783,4.591743159530272,2.384797305895339,28.52173290072218,30.82693379325424,20.598125966779424,15.338563533661915
2024-01-03 05:00:00,12.170627964884286,12.778775722061948,3.8565864341142775,1.3999954182450722,30.205985539305583,32.06485396610973,22.606902381264494,14.965064814314724
2024-01-03 06:00:00,9.30609975727239,10.765361962193708,5.232445447291488,4.109128434297444,29.413035601055036,31.20748062832079,20.548562716218154,21.280992623906954
2024-01-03 07:00:00,7.430999777448367,13.19441762569161,4.896209442476798,2.4240167369457426,27.945643582562518,29.88703724845178,22.15520055846553,12.258682176576084
2024-01-03 08:00:00,6.53195493829193,11.552471218273926,4.9118594384420575,1.6720226519066277,24.66830824691454,26.20380230410716,23.199368187997955,13.56220753498812
2024-01-03 09:00:00,7.0088833310393746,15.808451718711186,4.160947075339315,3.5014543976130748,30.47973652270295,32.95587433447302,20.52218498694423,11.223753244772116
2024-01-03 10:00:00,8.783419548728725,13.523677866636653,5.061557176268929,4.343362035389681,31.712016627023985,34.02079543506085,22.3637817834359,16.54855238414383
2024-01-03 11:00:00,11.568508519373733,12.032285271213663,7.343309108871379,2.6288319690175945,33.57293486847637,35.07874663174975,21.879312269345395,19.076921822792222
2024-01-03 12:00:00,9.207249314357442,11.05047952277797,6.033206232195903,1.2289179899610236,27.519853059292334,29.688730548498462,23.976238028964023,17.666057819393757
2024-01-03 13:00:00,7.226896079982439,14.408524559383542,5.205591386390075,2.676095432925703,29.51710745868176,31.197323296168697,21.185089232745394,12.00825169097747
2024-01-03 14:00:00,7.390149625592313,12.093505793363933,6.856997168083842,3.2390684803678624,29.579721067407952,31.649253360426805,22.28445919726195,15.853994668713474
2024-01-03 15:00:00,7.701108806039641,10.64257481256262,6.090624078322956,3.5953941843005,28.029701881225716,29.030633624956604,23.50225841165828,17.579719590299025
2024-01-03 16:00:00,5.318740513368784,9.830578876022086,4.509341917774126,3.7767539497978637,23.435415256962862,25.315845761346907,20.950733798026892,14.876124264877314
2024-01-03 17:00:00,7.0845523848786724,14.09818994558406,4.920358218752269,3.075932630038688,29.179033179253693,31.832465100964,22.64214281720696,13.123268558789658
2024-01-03 18:00:00,6.996891996243377,10.585094589429115,6.3512113016283465,2.7413258306322317,26.67452371793307,28.141449325445613,22.956912278286254,17.343800160942408
2024-01-03 19:00:00,13.556224468151637,11.100233431165979,5.359039429451616,3.6856644686540383,33.70116179742327,35.523217976807494,23.151381755198607,16.178650910730276
2024-01-03 20:00:00,9.853748770658816,13.65977228059325,5.639342671629923,1.6768630957612085,30.8297268186432,33.45888644005944,21.725456214121458,18.310310377070934
2024-01-03 21:00:00,5.8538265464749015,15.21269336111903,3.119786147965722,2.0311997618905218,26.217505817450178,29.07181932890739,21.143368921100652,17.12004266109371
2024-01-03 22:00:00,4.8615883852301565,13.7854588351893,4.210430811967091,2.2728304765172442,25.130308508903788,27.51333913118253,21.931667020955867,22.088552149381172
2024-01-03 23:00:00,5.387974881299845,14.55828850906991,4.913841050095431,2.5581764716724384,27.41828091213763,30.196097593689736,22.882202464028687,17.482011157708325
2024-01-04 00:00:00,10.827255609304126,14.128732381983466,6.697536575260519,1.6170936110623004,33.27061817761041,35.85636302300101,20.188294911578755,15.17984063077088
2024-01-04 01:00:00,5.301920296254588,12.024908111213884,7.836314962105376,3.9721536485255684,29.13529701809942,30.281046660066608,21.417479913091988,12.833779575122305
2024-01-04 02:00:00,11.219471526090834,13.183751746329955,3.649261399517605,1.7878743973184075,29.840359069256802,32.121628700996396,20.921738838502552,14.334949724479491
2024-01-04 03:00:00,8.479466866326117,17.477676425866207,4.068453999285369,0.31162385679934523,30.337221148277038,32.456776623552265,22.02277515177903,15.574046677647942
2024-01-04 04:00:00,7.50804193673423,11.4121897724519,5.670707409269701,3.98655029671486,28.57748941517069,30.060353150882445,23.15534513833081,16.47636275472458
2024-01-04 05:00:00,5.710746284134519,8.722651976230889,8.190310094591686,3.515542085449054,26.13925044040615,27.287451087528183,22.373423575829154,17.85845877857269
2024-01-04 06:00:00,10.52768073367876,4.4208688366062425,3.505663162396112,2.939354896922359,21.393567629603474,23.80738894257906,21.200061038756537,12.243942860281122
2024-01-04 07:00:00,9.092434493121663,17.806726251504173,2.0558390636955957,3.4683496571121473,32.42334946543358,34.364772362376634,23.54602462395611,18.736764445731097
2024-01-04 08:00:00,9.800206667849867,17.942420855665333,5.246163563255575,3.1086351278561395,36.097426214626914,38.16521441049734,23.59123723343685,14.656316040009749
2024-01-04 09:00:00,7.454960271589999,9.027427967085917,2.976469653014001,4.163616284796845,23.62247417648676,25.936144032441092,22.249850365067726,13.921663012323156
2024-01-04 10:00:00,9.333292543567723,15.8578925574454,5.851338507840676,2.2316213611476914,33.27414497000149,36.13113195585372,21.461263021594814,19.3823466043451
2024-01-04 11:00:00,10.96323762378599,15.097609143464743,6.171810365965371,4.7351127274666664,36.967769860682765,38.64754816657111,21.373146406298055,12.818959355916498
2024-01-04 12:00:00,9.190540493783455,13.92367072174569,4.669772919098907,3.9476370364385964,31.73162117106665,33.55370178801329,22.03811480501827,13.196395889355985
2024-01-04 13:00:00,5.888589167512087,13.509592363355004,4.325592797292586,2.39352452467307,26.117298852832747,27.957400879709372,21.901178449791352,13.931318667597118
